year,origin,dest,arr_time,arr_delay
2022,JFK,LAX,1028,-26
2022,JFK,LAX,1058,-8
2022,JFK,LAX,1153,-12
2022,JFK,IAD,1043,-15
2022,JFK,LAX,1308,-13
2022,JFK,LAX,1321,-32
2022,JFK,LAX,1334,-16
2022,JFK,LAX,1436,-17
2022,JFK,LAX,1506,-24
2022,JFK,LAX,1524,78
2022,JFK,LAX,1557,-3
2022,JFK,LAX,1725,287
2022,JFK,IAD,1613,-17
2022,JFK,LAX,1831,-22
2022,JFK,LAX,1908,-12
2022,JFK,LAX,1936,-17
2022,JFK,LAX,2006,-23
2022,JFK,LAX,2102,-21
2022,JFK,LAX,2119,-33
2022,JFK,LAX,2149,-11
2022,JFK,LAX,2151,-23
2022,JFK,LAX,2215,-42
2022,JFK,LAX,2240,-16
2022,JFK,LAX,2340,-19
2022,JFK,LAX,102,9
2022,JFK,IAD,2301,-22
2022,JFK,LAX,139,43
2022,JFK,LAX,250,55
2022,JFK,LAX,914,-6
2022,JFK,LAX,943,-37
2022,JFK,LAX,1020,16
2022,JFK,LAX,1043,-7
2022,JFK,LAX,1108,2
2022,JFK,LAX,1200,-5
2022,JFK,IAD,1048,-10
2022,JFK,LAX,1250,14
2022,JFK,LAX,1308,-13
2022,JFK,LAX,1338,-12
2022,JFK,LAX,1421,15
2022,JFK,LAX,1433,-15
2022,JFK,LAX,1529,-1
2022,JFK,LAX,1629,29
2022,JFK,IAD,1602,-28
2022,JFK,LAX,1830,-20
2022,JFK,LAX,1915,-5
2022,JFK,LAX,1935,1
2022,JFK,LAX,2002,-7
2022,JFK,LAX,2017,-12
2022,JFK,LAX,2126,36
2022,JFK,LAX,2201,1
2022,JFK,LAX,2212,20
2022,JFK,LAX,2243,51
2022,JFK,LAX,2349,52
2022,JFK,LAX,2353,-12
2022,JFK,IAD,2305,-18
2022,JFK,LAX,50,51
2022,JFK,LAX,110,14
2022,JFK,LAX,220,25
2022,JFK,LAX,907,-13
2022,JFK,LAX,952,-16
2022,JFK,LAX,1008,-12
2022,JFK,LAX,1041,-9
2022,JFK,LAX,1101,-5
2022,JFK,LAX,1157,-8
2022,JFK,IAD,1045,-13
2022,JFK,LAX,1303,-18
2022,JFK,LAX,1304,25
2022,JFK,LAX,1316,-23
2022,JFK,LAX,1333,-17
2022,JFK,LAX,1409,-39
2022,JFK,LAX,1443,37
2022,JFK,LAX,1605,5
2022,JFK,LAX,1706,96
2022,JFK,IAD,1627,-3
2022,JFK,LAX,1904,14
2022,JFK,LAX,1909,-11
2022,JFK,LAX,1926,-8
2022,JFK,LAX,2007,-2
2022,JFK,LAX,2027,-2
2022,JFK,LAX,2047,-3
2022,JFK,LAX,2140,-12
2022,JFK,LAX,2155,-5
2022,JFK,LAX,2241,41
2022,JFK,LAX,2311,14
2022,JFK,LAX,2350,-9
2022,JFK,LAX,2339,-26
2022,JFK,LAX,47,-9
2022,JFK,IAD,2341,18
2022,JFK,LAX,159,0
2022,JFK,LAX,608,249
2022,JFK,LAX,936,16
2022,JFK,LAX,943,-37
2022,JFK,LAX,1041,-9
2022,JFK,LAX,1110,62
2022,JFK,LAX,1111,-29
2022,JFK,LAX,1200,-5
2022,JFK,LAX,1214,-21
2022,JFK,IAD,1116,18
2022,JFK,LAX,1238,-43
2022,JFK,LAX,1309,-30
2022,JFK,LAX,1339,-11
2022,JFK,LAX,1348,-18
2022,JFK,LAX,1429,-19
2022,JFK,LAX,1509,-21
2022,JFK,LAX,1540,-20
2022,JFK,IAD,1706,36
2022,JFK,LAX,1816,-34
2022,JFK,LAX,1834,-46
2022,JFK,LAX,1841,-53
2022,JFK,LAX,1937,-32
2022,JFK,LAX,2024,-5
2022,JFK,LAX,2157,-17
2022,JFK,LAX,2132,-28
2022,JFK,LAX,2322,82
2022,JFK,LAX,26,89
2022,JFK,LAX,102,190
2022,JFK,LAX,226,99
2022,JFK,LAX,248,163
2022,JFK,IAD,NA,NA
2022,JFK,LAX,NA,NA
2022,JFK,LAX,828,-52
2022,JFK,LAX,929,-39
2022,JFK,LAX,1021,-29
2022,JFK,LAX,1016,-4
2022,JFK,LAX,1033,-33
2022,JFK,LAX,1200,-5
2022,JFK,LAX,1158,-37
2022,JFK,IAD,1042,-16
2022,JFK,LAX,1230,-51
2022,JFK,LAX,1317,-33
2022,JFK,LAX,1319,-20
2022,JFK,LAX,1422,16
2022,JFK,LAX,1449,-41
2022,JFK,LAX,1458,10
2022,JFK,IAD,1636,6
2022,JFK,LAX,1843,-7
2022,JFK,LAX,1850,-30
2022,JFK,LAX,1855,-39
2022,JFK,LAX,1929,-40
2022,JFK,LAX,2040,11
2022,JFK,LAX,2116,316
2022,JFK,LAX,2137,-15
2022,JFK,LAX,2123,-29
2022,JFK,LAX,2212,-2
2022,JFK,LAX,2135,-25
2022,JFK,LAX,2215,-42
2022,JFK,LAX,2316,-49
2022,JFK,LAX,7,-12
2022,JFK,IAD,2311,-12
2022,JFK,LAX,117,21
2022,JFK,LAX,232,33
2022,JFK,LAX,903,-17
2022,JFK,LAX,1026,-24
2022,JFK,LAX,1151,-14
2022,JFK,IAD,1036,-22
2022,JFK,LAX,1302,-19
2022,JFK,LAX,1328,-11
2022,JFK,LAX,1326,-24
2022,JFK,LAX,1352,-14
2022,JFK,LAX,1429,-19
2022,JFK,LAX,1528,-2
2022,JFK,LAX,1517,251
2022,JFK,IAD,1649,19
2022,JFK,LAX,1842,-8
2022,JFK,LAX,1919,-15
2022,JFK,LAX,1900,-20
2022,JFK,LAX,2122,73
2022,JFK,LAX,2215,23
2022,JFK,LAX,2159,-1
2022,JFK,LAX,2218,18
2022,JFK,LAX,2336,39
2022,JFK,LAX,2330,-29
2022,JFK,LAX,34,29
2022,JFK,LAX,101,0
2022,JFK,LAX,149,-10
2022,JFK,IAD,28,65
2022,JFK,LAX,NA,NA
2022,JFK,LAX,349,104
2022,JFK,LAX,907,-13
2022,JFK,LAX,1010,-10
2022,JFK,LAX,1008,0
2022,JFK,LAX,1058,8
2022,JFK,LAX,1134,-6
2022,JFK,LAX,1201,-4
2022,JFK,LAX,1225,-10
2022,JFK,LAX,1301,-20
2022,JFK,IAD,1116,18
2022,JFK,LAX,1331,-8
2022,JFK,LAX,1409,19
2022,JFK,LAX,1417,11
2022,JFK,LAX,1416,-32
2022,JFK,LAX,1519,-11
2022,JFK,LAX,1650,50
2022,JFK,IAD,1631,1
2022,JFK,LAX,1844,-6
2022,JFK,LAX,1926,-8
2022,JFK,LAX,2001,41
2022,JFK,LAX,2034,25
2022,JFK,LAX,2031,2
2022,JFK,LAX,2140,-12
2022,JFK,LAX,2307,67
2022,JFK,LAX,2224,24
2022,JFK,LAX,2235,21
2022,JFK,LAX,2327,30
2022,JFK,LAX,4,5
2022,JFK,LAX,21,16
2022,JFK,LAX,129,19
2022,JFK,IAD,2320,-3
2022,JFK,LAX,1001,41
2022,JFK,LAX,1009,1
2022,JFK,LAX,1017,7
2022,JFK,LAX,1042,-8
2022,JFK,LAX,1126,20
2022,JFK,LAX,1156,1
2022,JFK,LAX,1250,11
2022,JFK,IAD,1036,-13
2022,JFK,LAX,1340,19
2022,JFK,LAX,1328,-11
2022,JFK,LAX,1355,15
2022,JFK,LAX,1427,-21
2022,JFK,LAX,1621,21
2022,JFK,LAX,1645,159
2022,JFK,LAX,1717,4
2022,JFK,IAD,1610,-11
2022,JFK,LAX,1850,0
2022,JFK,LAX,1910,5
2022,JFK,LAX,1934,0
2022,JFK,LAX,2020,11
2022,JFK,LAX,2017,-9
2022,JFK,LAX,2207,15
2022,JFK,LAX,2201,-13
2022,JFK,LAX,2218,18
2022,JFK,LAX,2247,-10
2022,JFK,LAX,2313,73
2022,JFK,LAX,25,20
2022,JFK,LAX,30,-17
2022,JFK,LAX,58,2
2022,JFK,IAD,2305,-18
2022,JFK,LAX,215,16
2022,JFK,LAX,922,2
2022,JFK,LAX,1027,23
2022,JFK,LAX,1007,-2
2022,JFK,LAX,1044,-6
2022,JFK,LAX,1109,3
2022,JFK,LAX,1159,4
2022,JFK,LAX,1246,11
2022,JFK,IAD,1030,-19
2022,JFK,LAX,1315,-6
2022,JFK,LAX,1341,2
2022,JFK,LAX,1410,4
2022,JFK,LAX,1415,35
2022,JFK,LAX,1448,0
2022,JFK,LAX,1604,4
2022,JFK,LAX,1710,-3
2022,JFK,IAD,1604,-17
2022,JFK,LAX,1853,3
2022,JFK,LAX,1911,6
2022,JFK,LAX,1932,-2
2022,JFK,LAX,2017,8
2022,JFK,LAX,2034,8
2022,JFK,LAX,2154,2
2022,JFK,LAX,2220,20
2022,JFK,LAX,2225,25
2022,JFK,LAX,2355,58
2022,JFK,LAX,2354,-11
2022,JFK,LAX,35,-12
2022,JFK,LAX,209,73
2022,JFK,LAX,208,9
2022,JFK,IAD,11,48
2022,JFK,LAX,NA,NA
2022,JFK,LAX,910,-10
2022,JFK,LAX,1028,20
2022,JFK,LAX,1023,14
2022,JFK,LAX,1055,5
2022,JFK,LAX,1140,34
2022,JFK,LAX,1242,47
2022,JFK,IAD,1051,2
2022,JFK,LAX,1318,39
2022,JFK,LAX,1340,19
2022,JFK,LAX,1344,5
2022,JFK,LAX,1353,13
2022,JFK,LAX,1414,8
2022,JFK,LAX,1438,-10
2022,JFK,LAX,1622,22
2022,JFK,LAX,1713,0
2022,JFK,IAD,1635,14
2022,JFK,LAX,1858,8
2022,JFK,LAX,1849,-16
2022,JFK,LAX,1930,-4
2022,JFK,LAX,2057,48
2022,JFK,LAX,2046,-4
2022,JFK,LAX,2020,-6
2022,JFK,LAX,2216,24
2022,JFK,LAX,2224,24
2022,JFK,LAX,2223,23
2022,JFK,LAX,2234,-23
2022,JFK,LAX,2400,-5
2022,JFK,IAD,2251,-32
2022,JFK,LAX,55,8
2022,JFK,LAX,119,23
2022,JFK,LAX,210,11
2022,JFK,LAX,921,1
2022,JFK,LAX,1007,-3
2022,JFK,LAX,1023,15
2022,JFK,LAX,1050,0
2022,JFK,LAX,1141,1
2022,JFK,LAX,1152,-3
2022,JFK,IAD,1041,-8
2022,JFK,LAX,1244,9
2022,JFK,LAX,1314,-7
2022,JFK,LAX,1341,1
2022,JFK,LAX,1346,7
2022,JFK,LAX,1438,-10
2022,JFK,LAX,1435,29
2022,JFK,LAX,1619,19
2022,JFK,LAX,1758,45
2022,JFK,IAD,1632,11
2022,JFK,LAX,1836,-14
2022,JFK,LAX,1916,11
2022,JFK,LAX,2015,41
2022,JFK,LAX,2113,64
2022,JFK,LAX,2236,130
2022,JFK,LAX,2312,80
2022,JFK,LAX,2317,77
2022,JFK,LAX,2347,93
2022,JFK,LAX,6,69
2022,JFK,LAX,145,233
2022,JFK,IAD,2350,27
2022,JFK,LAX,146,59
2022,JFK,LAX,153,108
2022,JFK,LAX,151,55
2022,JFK,LAX,304,65
2022,JFK,LAX,944,24
2022,JFK,LAX,1021,11
2022,JFK,LAX,1043,35
2022,JFK,LAX,1122,16
2022,JFK,LAX,1209,79
2022,JFK,LAX,1210,15
2022,JFK,LAX,1309,34
2022,JFK,LAX,1311,-10
2022,JFK,IAD,1111,22
2022,JFK,LAX,1402,23
2022,JFK,LAX,1401,21
2022,JFK,LAX,1425,19
2022,JFK,LAX,1547,59
2022,JFK,LAX,1654,54
2022,JFK,LAX,1805,52
2022,JFK,LAX,1913,23
2022,JFK,IAD,1709,48
2022,JFK,LAX,1930,25
2022,JFK,LAX,2030,21
2022,JFK,LAX,2050,24
2022,JFK,LAX,2130,116
2022,JFK,LAX,2209,9
2022,JFK,LAX,2232,18
2022,JFK,LAX,2205,13
2022,JFK,LAX,2325,93
2022,JFK,LAX,40,103
2022,JFK,LAX,35,30
2022,JFK,LAX,134,38
2022,JFK,LAX,150,63
2022,JFK,IAD,2350,27
2022,JFK,LAX,241,42
2022,JFK,LAX,951,31
2022,JFK,LAX,1102,53
2022,JFK,LAX,1111,21
2022,JFK,LAX,1221,26
2022,JFK,IAD,1042,-7
2022,JFK,LAX,1315,-6
2022,JFK,LAX,1356,16
2022,JFK,LAX,1416,37
2022,JFK,LAX,1426,20
2022,JFK,LAX,1506,18
2022,JFK,LAX,1738,25
2022,JFK,IAD,1619,-2
2022,JFK,LAX,1849,-1
2022,JFK,LAX,1858,-7
2022,JFK,LAX,2019,45
2022,JFK,LAX,2023,14
2022,JFK,LAX,2215,23
2022,JFK,LAX,2240,48
2022,JFK,LAX,2228,28
2022,JFK,LAX,2351,54
2022,JFK,LAX,54,49
2022,JFK,LAX,59,12
2022,JFK,LAX,123,22
2022,JFK,IAD,2300,-23
2022,JFK,LAX,NA,NA
2022,JFK,LAX,328,83
2022,JFK,LAX,918,-2
2022,JFK,LAX,1012,3
2022,JFK,LAX,1039,31
2022,JFK,LAX,1049,-1
2022,JFK,LAX,1140,0
2022,JFK,LAX,1221,26
2022,JFK,LAX,1221,-14
2022,JFK,LAX,1258,-23
2022,JFK,LAX,1341,2
2022,JFK,LAX,1345,5
2022,JFK,LAX,1420,14
2022,JFK,LAX,1422,-26
2022,JFK,IAD,1256,127
2022,JFK,LAX,1608,8
2022,JFK,LAX,1724,11
2022,JFK,IAD,1634,13
2022,JFK,LAX,1911,21
2022,JFK,LAX,1918,13
2022,JFK,LAX,1924,-10
2022,JFK,LAX,2018,9
2022,JFK,LAX,2021,-5
2022,JFK,LAX,2203,11
2022,JFK,LAX,2150,-2
2022,JFK,LAX,2207,-7
2022,JFK,LAX,2221,21
2022,JFK,LAX,2302,5
2022,JFK,LAX,2358,-7
2022,JFK,LAX,44,-3
2022,JFK,LAX,112,2
2022,JFK,IAD,2334,11
2022,JFK,LAX,915,-5
2022,JFK,LAX,1008,0
2022,JFK,LAX,1031,21
2022,JFK,LAX,1042,-8
2022,JFK,LAX,1108,2
2022,JFK,LAX,1154,-1
2022,JFK,LAX,1240,5
2022,JFK,IAD,1042,-7
2022,JFK,LAX,1306,-15
2022,JFK,LAX,1333,-6
2022,JFK,LAX,1332,-8
2022,JFK,LAX,1413,7
2022,JFK,LAX,1431,-17
2022,JFK,LAX,1600,0
2022,JFK,LAX,1700,-13
2022,JFK,IAD,1652,31
2022,JFK,LAX,1833,-17
2022,JFK,LAX,1847,-18
2022,JFK,LAX,1916,-18
2022,JFK,LAX,1956,-13
2022,JFK,LAX,2034,8
2022,JFK,LAX,2148,-12
2022,JFK,LAX,2208,16
2022,JFK,LAX,2154,-20
2022,JFK,LAX,2259,2
2022,JFK,LAX,2320,88
2022,JFK,LAX,2355,-10
2022,JFK,LAX,49,2
2022,JFK,LAX,159,0
2022,JFK,IAD,132,129
2022,JFK,LAX,319,143
2022,JFK,LAX,942,22
2022,JFK,LAX,959,-5
2022,JFK,LAX,957,-12
2022,JFK,LAX,1030,-20
2022,JFK,LAX,1100,-6
2022,JFK,LAX,1147,-8
2022,JFK,LAX,1229,-6
2022,JFK,IAD,1050,1
2022,JFK,LAX,1252,-29
2022,JFK,LAX,1328,-12
2022,JFK,LAX,1357,-9
2022,JFK,LAX,1439,-9
2022,JFK,LAX,1457,78
2022,JFK,LAX,1713,0
2022,JFK,IAD,1617,-4
2022,JFK,LAX,1820,140
2022,JFK,LAX,1842,-8
2022,JFK,LAX,1859,-6
2022,JFK,LAX,1913,-21
2022,JFK,LAX,2004,-5
2022,JFK,LAX,2021,-5
2022,JFK,LAX,2108,18
2022,JFK,LAX,2120,-32
2022,JFK,LAX,2136,-16
2022,JFK,LAX,2147,-13
2022,JFK,LAX,2345,48
2022,JFK,LAX,19,14
2022,JFK,LAX,41,-6
2022,JFK,IAD,2305,-18
2022,JFK,LAX,117,21
2022,JFK,LAX,147,-12
2022,JFK,LAX,921,1
2022,JFK,LAX,1013,5
2022,JFK,LAX,1000,-9
2022,JFK,LAX,1037,-13
2022,JFK,LAX,1050,-16
2022,JFK,LAX,1251,56
2022,JFK,LAX,1228,-11
2022,JFK,IAD,1042,-7
2022,JFK,LAX,1256,-25
2022,JFK,LAX,1310,-30
2022,JFK,LAX,1341,2
2022,JFK,LAX,1423,17
2022,JFK,LAX,1446,-2
2022,JFK,LAX,1558,-2
2022,JFK,LAX,1708,-5
2022,JFK,IAD,1603,-18
2022,JFK,LAX,1840,-10
2022,JFK,LAX,1857,-8
2022,JFK,LAX,1932,-2
2022,JFK,LAX,2018,9
2022,JFK,LAX,2056,30
2022,JFK,LAX,2024,7
2022,JFK,LAX,2148,-4
2022,JFK,LAX,2136,-16
2022,JFK,LAX,2151,-9
2022,JFK,LAX,2221,-36
2022,JFK,LAX,38,-18
2022,JFK,LAX,51,4
2022,JFK,IAD,2244,-39
2022,JFK,LAX,132,87
2022,JFK,LAX,149,-10
2022,JFK,LAX,901,-19
2022,JFK,LAX,1025,17
2022,JFK,LAX,1002,-8
2022,JFK,LAX,1037,-13
2022,JFK,LAX,1157,17
2022,JFK,LAX,1203,8
2022,JFK,LAX,1227,-8
2022,JFK,IAD,1042,-7
2022,JFK,LAX,1325,4
2022,JFK,LAX,1331,-9
2022,JFK,LAX,1335,-4
2022,JFK,LAX,1416,10
2022,JFK,LAX,1420,-28
2022,JFK,LAX,1617,17
2022,JFK,LAX,1710,-3
2022,JFK,IAD,1618,-3
2022,JFK,LAX,1849,-1
2022,JFK,LAX,1902,-3
2022,JFK,LAX,1919,-15
2022,JFK,LAX,2008,-1
2022,JFK,LAX,2039,13
2022,JFK,LAX,2156,4
2022,JFK,LAX,2204,4
2022,JFK,LAX,2223,9
2022,JFK,LAX,2218,26
2022,JFK,LAX,2337,40
2022,JFK,LAX,15,10
2022,JFK,LAX,40,-16
2022,JFK,LAX,52,5
2022,JFK,LAX,235,36
2022,JFK,IAD,35,72
2022,JFK,LAX,856,-24
2022,JFK,LAX,1012,2
2022,JFK,LAX,955,-13
2022,JFK,LAX,1055,-11
2022,JFK,LAX,1113,23
2022,JFK,LAX,1140,-15
2022,JFK,LAX,1224,-11
2022,JFK,IAD,1054,5
2022,JFK,LAX,1242,-39
2022,JFK,LAX,1319,-20
2022,JFK,LAX,1328,-12
2022,JFK,LAX,1406,0
2022,JFK,LAX,1419,-29
2022,JFK,LAX,1548,-12
2022,JFK,LAX,1658,-15
2022,JFK,IAD,1605,-16
2022,JFK,LAX,1831,-19
2022,JFK,LAX,1855,-10
2022,JFK,LAX,1928,-6
2022,JFK,LAX,2012,3
2022,JFK,LAX,2018,-8
2022,JFK,LAX,2150,-2
2022,JFK,LAX,2145,-15
2022,JFK,LAX,2200,-14
2022,JFK,LAX,2157,5
2022,JFK,LAX,2247,-10
2022,JFK,LAX,15,10
2022,JFK,LAX,16,-31
2022,JFK,LAX,16,-40
2022,JFK,IAD,2311,-12
2022,JFK,LAX,158,-1
2022,JFK,LAX,921,1
2022,JFK,LAX,1015,6
2022,JFK,LAX,1043,-7
2022,JFK,LAX,1134,28
2022,JFK,LAX,1143,-12
2022,JFK,IAD,1040,-9
2022,JFK,LAX,1308,-13
2022,JFK,LAX,1324,-15
2022,JFK,LAX,1333,-7
2022,JFK,LAX,1414,8
2022,JFK,LAX,1422,-26
2022,JFK,LAX,1653,-20
2022,JFK,IAD,1611,-10
2022,JFK,LAX,1842,-8
2022,JFK,LAX,1856,-9
2022,JFK,LAX,1924,-10
2022,JFK,LAX,2023,14
2022,JFK,LAX,2206,14
2022,JFK,LAX,2200,0
2022,JFK,LAX,2247,-10
2022,JFK,LAX,2243,51
2022,JFK,LAX,2336,-29
2022,JFK,LAX,28,-19
2022,JFK,IAD,2257,-26
2022,JFK,LAX,48,-13
2022,JFK,LAX,858,-22
2022,JFK,LAX,1000,-9
2022,JFK,LAX,1010,2
2022,JFK,LAX,1016,-34
2022,JFK,LAX,1142,2
2022,JFK,LAX,1147,-8
2022,JFK,IAD,1037,-12
2022,JFK,LAX,1220,-15
2022,JFK,LAX,1244,-37
2022,JFK,LAX,1313,-26
2022,JFK,LAX,1327,-13
2022,JFK,LAX,1346,-20
2022,JFK,LAX,1411,-37
2022,JFK,LAX,1602,2
2022,JFK,LAX,1712,-1
2022,JFK,IAD,1624,3
2022,JFK,LAX,1828,-22
2022,JFK,LAX,1849,-16
2022,JFK,LAX,1932,-2
2022,JFK,LAX,2003,-6
2022,JFK,LAX,2003,-23
2022,JFK,LAX,2129,-23
2022,JFK,LAX,2150,-10
2022,JFK,LAX,2211,-3
2022,JFK,LAX,2236,-21
2022,JFK,LAX,2335,103
2022,JFK,LAX,12,7
2022,JFK,LAX,27,-20
2022,JFK,LAX,103,7
2022,JFK,IAD,2301,-22
2022,JFK,LAX,158,-1
2022,JFK,LAX,901,-19
2022,JFK,LAX,952,-16
2022,JFK,LAX,1034,24
2022,JFK,LAX,1038,-12
2022,JFK,LAX,1115,9
2022,JFK,LAX,1237,2
2022,JFK,IAD,1035,-14
2022,JFK,LAX,1238,-43
2022,JFK,LAX,1336,-4
2022,JFK,LAX,1319,-20
2022,JFK,LAX,1311,76
2022,JFK,LAX,1420,14
2022,JFK,LAX,1432,-16
2022,JFK,LAX,1603,3
2022,JFK,LAX,1704,-9
2022,JFK,IAD,1610,-11
2022,JFK,LAX,1835,-15
2022,JFK,LAX,1848,-17
2022,JFK,LAX,2012,3
2022,JFK,LAX,2027,1
2022,JFK,LAX,2107,93
2022,JFK,LAX,2140,-12
2022,JFK,LAX,2204,4
2022,JFK,LAX,2155,-19
2022,JFK,LAX,2244,52
2022,JFK,LAX,2335,38
2022,JFK,LAX,2339,-26
2022,JFK,LAX,26,-21
2022,JFK,LAX,43,-13
2022,JFK,IAD,2330,7
2022,JFK,LAX,149,-10
2022,JFK,LAX,927,7
2022,JFK,LAX,951,-13
2022,JFK,LAX,1009,0
2022,JFK,LAX,1027,-23
2022,JFK,LAX,1048,-18
2022,JFK,LAX,1141,-14
2022,JFK,LAX,1211,-24
2022,JFK,IAD,1034,-15
2022,JFK,LAX,1304,-17
2022,JFK,LAX,1344,-22
2022,JFK,LAX,1357,17
2022,JFK,LAX,1424,45
2022,JFK,LAX,1436,-12
2022,JFK,LAX,1606,6
2022,JFK,LAX,1659,-14
2022,JFK,IAD,1628,7
2022,JFK,LAX,1852,2
2022,JFK,LAX,1830,-35
2022,JFK,LAX,1928,-6
2022,JFK,LAX,2016,7
2022,JFK,LAX,2052,26
2022,JFK,LAX,2044,-6
2022,JFK,LAX,2131,-29
2022,JFK,LAX,2154,-6
2022,JFK,LAX,2211,19
2022,JFK,LAX,2253,-4
2022,JFK,LAX,2340,-25
2022,JFK,LAX,34,-13
2022,JFK,LAX,112,16
2022,JFK,IAD,2331,8
2022,JFK,LAX,219,20
2022,JFK,LAX,937,17
2022,JFK,LAX,1031,23
2022,JFK,LAX,1038,29
2022,JFK,LAX,1105,15
2022,JFK,LAX,1207,12
2022,JFK,IAD,1053,4
2022,JFK,LAX,1246,7
2022,JFK,LAX,1326,5
2022,JFK,LAX,1331,-8
2022,JFK,LAX,1344,4
2022,JFK,LAX,1357,-9
2022,JFK,LAX,1436,-12
2022,JFK,LAX,1612,12
2022,JFK,LAX,1730,17
2022,JFK,IAD,1646,25
2022,JFK,LAX,1921,31
2022,JFK,LAX,1904,-1
2022,JFK,LAX,1928,-6
2022,JFK,LAX,1957,-12
2022,JFK,LAX,2014,-12
2022,JFK,LAX,2101,11
2022,JFK,LAX,2218,18
2022,JFK,LAX,2226,26
2022,JFK,LAX,2217,25
2022,JFK,LAX,2249,-8
2022,JFK,LAX,2346,-19
2022,JFK,LAX,28,-19
2022,JFK,LAX,101,5
2022,JFK,IAD,2314,-9
2022,JFK,LAX,306,67
2022,JFK,LAX,952,32
2022,JFK,LAX,953,-17
2022,JFK,LAX,1002,-3
2022,JFK,LAX,1201,21
2022,JFK,LAX,1204,9
2022,JFK,LAX,1214,84
2022,JFK,LAX,1206,-29
2022,JFK,IAD,1040,-9
2022,JFK,LAX,1254,-27
2022,JFK,LAX,1320,-19
2022,JFK,LAX,1337,-3
2022,JFK,LAX,1400,-6
2022,JFK,LAX,1426,-22
2022,JFK,LAX,1555,-5
2022,JFK,LAX,1657,-16
2022,JFK,IAD,1634,13
2022,JFK,LAX,1836,-14
2022,JFK,LAX,1903,-2
2022,JFK,LAX,1916,-18
2022,JFK,LAX,2017,-9
2022,JFK,LAX,2113,64
2022,JFK,LAX,2211,19
2022,JFK,LAX,2206,6
2022,JFK,LAX,2223,9
2022,JFK,LAX,2221,-36
2022,JFK,LAX,11,131
2022,JFK,LAX,18,-29
2022,JFK,LAX,101,56
2022,JFK,IAD,2311,-12
2022,JFK,LAX,149,53
2022,JFK,LAX,152,-7
2022,JFK,LAX,901,-19
2022,JFK,LAX,957,-13
2022,JFK,LAX,1022,14
2022,JFK,LAX,1048,-2
2022,JFK,LAX,1104,-2
2022,JFK,LAX,1222,27
2022,JFK,LAX,1223,-12
2022,JFK,IAD,1103,14
2022,JFK,LAX,1310,-11
2022,JFK,LAX,1310,-29
2022,JFK,LAX,1343,3
2022,JFK,LAX,1400,-6
2022,JFK,LAX,1423,-25
2022,JFK,LAX,1723,10
2022,JFK,IAD,1610,-11
2022,JFK,LAX,1841,-9
2022,JFK,LAX,1845,-20
2022,JFK,LAX,1847,-47
2022,JFK,LAX,1936,216
2022,JFK,LAX,1955,-31
2022,JFK,LAX,2037,28
2022,JFK,LAX,2127,-25
2022,JFK,LAX,2200,8
2022,JFK,LAX,2152,-22
2022,JFK,LAX,2158,-2
2022,JFK,LAX,2246,-11
2022,JFK,LAX,2334,-31
2022,JFK,LAX,25,-22
2022,JFK,LAX,44,-12
2022,JFK,IAD,2300,-23
2022,JFK,LAX,203,4
2022,JFK,LAX,918,-2
2022,JFK,LAX,1017,8
2022,JFK,LAX,1048,-18
2022,JFK,LAX,1148,-7
2022,JFK,IAD,1035,-14
2022,JFK,LAX,1256,126
2022,JFK,LAX,1311,-10
2022,JFK,LAX,1334,-6
2022,JFK,LAX,1353,14
2022,JFK,LAX,1407,1
2022,JFK,LAX,1430,-18
2022,JFK,LAX,1702,-11
2022,JFK,IAD,1603,-18
2022,JFK,LAX,1838,-12
2022,JFK,LAX,1847,-18
2022,JFK,LAX,1952,18
2022,JFK,LAX,1957,-12
2022,JFK,LAX,2242,-15
2022,JFK,LAX,2338,106
2022,JFK,LAX,2351,-14
2022,JFK,LAX,50,170
2022,JFK,LAX,38,-9
2022,JFK,LAX,101,0
2022,JFK,IAD,2259,-24
2022,JFK,LAX,NA,NA
2022,JFK,LAX,NA,NA
2022,JFK,LAX,910,-10
2022,JFK,LAX,958,-11
2022,JFK,LAX,1031,-19
2022,JFK,LAX,1147,7
2022,JFK,LAX,1159,111
2022,JFK,LAX,1200,5
2022,JFK,LAX,1220,-15
2022,JFK,IAD,1045,-4
2022,JFK,LAX,1339,0
2022,JFK,LAX,1335,14
2022,JFK,LAX,1332,-8
2022,JFK,LAX,1407,1
2022,JFK,LAX,1502,14
2022,JFK,LAX,1637,37
2022,JFK,LAX,1654,-19
2022,JFK,LAX,1830,-20
2022,JFK,LAX,1845,-20
2022,JFK,LAX,1918,-16
2022,JFK,LAX,2007,-2
2022,JFK,LAX,2027,1
2022,JFK,IAD,1922,181
2022,JFK,LAX,2154,2
2022,JFK,LAX,2156,4
2022,JFK,LAX,2149,-11
2022,JFK,LAX,2213,-1
2022,JFK,LAX,2255,-2
2022,JFK,LAX,43,38
2022,JFK,LAX,34,-13
2022,JFK,LAX,105,9
2022,JFK,IAD,2305,-18
2022,JFK,LAX,208,9
2022,JFK,LAX,916,-4
2022,JFK,LAX,1052,47
2022,JFK,LAX,1030,20
2022,JFK,LAX,1116,26
2022,JFK,LAX,1134,28
2022,JFK,LAX,1205,10
2022,JFK,LAX,1313,33
2022,JFK,LAX,1401,22
2022,JFK,LAX,1410,30
2022,JFK,LAX,1417,56
2022,JFK,IAD,1227,98
2022,JFK,LAX,1434,28
2022,JFK,LAX,1446,-2
